Архив,Наименование
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ЧЕЛЯБИНСКАВТОТРАНС» И ЕГО ФИЛИАЛЫ
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ЧЕЛЯБИНСКИЙ АВТОБУСНЫЙ ТРАНСПОРТ» И ЕГО ФИЛИАЛЫ
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ЧЕЛЯБИНСКИЙ ГОРОДСКОЙ ЭЛЕКТРИЧЕСКИЙ ТРАНСПОРТ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ «ЧЕЛЯБИНСКОЕ ПАССАЖИРСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ № »
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ «ПРОТИВОТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ «КИНОТЕАТР ИМЕНИ ХХХ ЛЕТ ВЛКСМ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КИНОТЕАТР «КИРОВЕЦ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КИНОТЕАТР «КОМСОМОЛЕЦ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ КИНОТЕАТР «РОДИНА»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ «КИНОТЕАТР «РОССИЯ»
Архивное управление Администрации города Челябинска,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ «ПРОИЗВОДСТВЕННОЕ ЖИЛИЩНОЕ РЕМОНТНОЭКСПЛУАТАЦИОННОЕ ОБЪЕДИНЕНИЕ» МЕТАЛЛУРГИЧЕСКОГО РАЙОНА Г. ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,НОВОСИНЕГЛАЗОВСКИЙ ПОСЕЛКОВЫЙ СОВЕТ НАРОДНЫХ ДЕПУТАТОВ СОВЕТСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА И ЕГО ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ
Архивное управление Администрации города Челябинска,ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АСФАЛЬТОБЕТОННЫЙ ЗАВОД»
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «АЭС ИНВЕСТ»
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ГАРАНТ»
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДЕКЛАРАНТ»
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ИСКО ЛТД» г. Челябинск Челябинской области .
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПОЛО ПЛЮС»
Архивное управление Администрации города Челябинска,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ «ЧТПЗБЕЗОПАСНОСТЬ»
Архивное управление Администрации города Челябинска,ОТДЕЛ ЗДРАВООХРАНЕНИЯ АДМИНИСТРАЦИИ КАЛИНИНСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «АВТОАГРОСТРОЙ»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «АЛМАЗ»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «КАЛИНИНСКИЙ ШКОЛЬНИК» И ЕГО ПРЕДШЕСТВЕННИКИ
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ПЛОДООВОЩИ» И ЕГО ПРЕДШЕСТВЕННИКИ
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «РЕЗОН»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «СПЕЦИАЛИЗИРОВАННОЕ РЕМОНТНОСТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № »
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «СТРОЙИНДУСТРИЯ»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТАБАЧНАЯ ФАБРИКА «ЧЕЛЯБИНСКАЯ»
Архивное управление Администрации города Челябинска,"Открытое акционерное общество""ТЕПЛИЧНЫЙ""и профсоюзный комитет"
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧЕЛЯБИНСКАГРОПРОМЛЕС»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧЕЛЯБИНСКИЙ АГРЕГАТНЫЙ ЗАВОД»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧЕЛЯБИНСКИЙ МЯСОКОМБИНАТ»
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧЕЛЯБИНСКОЕ ГРУЗОВОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ № »
Архивное управление Администрации города Челябинска,ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧПАТО»
Архивное управление Администрации города Челябинска,ПРЕДПРИЯТИЯ ПО ОКАЗАНИЮ РИТУАЛЬНЫХ УСЛУГ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,ПРЕДПРИЯТИЯ ПО РЕМОНТУ ПОДВИЖНОГО СОСТАВА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «ЧЕЛЯБЭНЕРГОСБЫТ»
Архивное управление Администрации города Челябинска,СМОЛИНСКИЙ СЕЛЬСКИЙ СОВЕТ НАРОДНЫХ ДЕПУТАТОВ СОВЕТСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА И ЕГО ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ КАЛИНИНСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ КУРЧАТОВСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА г. Челябинск Челябинской области
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ ЛЕНИНСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ МЕТАЛЛУРГИЧЕСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ СОВЕТСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ ТРАКТОРОЗАВОДСКОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА г. Челябинск Челябинской области
Архивное управление Администрации города Челябинска,СОВЕТ ДЕПУТАТОВ ЦЕНТРАЛЬНОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА г. Челябинск Челябинской области
Архивное управление Администрации города Челябинска,СОВЕТСКИЙ РАЙОННЫЙ СОВЕТ НАРОДНЫХ ДЕПУТАТОВ ГОРОДА ЧЕЛЯБИНСКА И ЕГО ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ
Архивное управление Администрации города Челябинска,СОВЕТСКОЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,СОВЕТСКОЕ УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА И ЕГО ПРЕДШЕСТВЕННИКИ
Архивное управление Администрации города Челябинска,СОСНОВСКИЙ СЕЛЬСКИЙ СОВЕТ НАРОДНЫХ ДЕПУТАТОВ ЦЕНТРАЛЬНОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА И ЕГО ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ
Архивное управление Администрации города Челябинска,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДОМНАРЕМОНТ»
Архивное управление Администрации города Челябинска,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЖЕЛДОРСТРОЙ»
Архивное управление Администрации города Челябинска,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МОЛСНАБ»
Архивное управление Администрации города Челябинска,ТРАКТОРОЗАВОДСКИЙ РАЙОННЫЙ СОВЕТ НАРОДНЫХ ДЕПУТАТОВ ГОРОДА ЧЕЛЯБИНСКА И ЕГО ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ
Архивное управление Администрации города Челябинска,ТРАКТОРОЗАВОДСКОЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,ТРАКТОРОЗАВОДСКОЕ УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА И ЕГО ПРЕДШЕСТВЕННИКИ
Архивное управление Администрации города Челябинска,УПРАВЛЕНИЕ АРХИТЕКТУРНОСТРОИТЕЛЬНОГО НАДЗОРА АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ РЕГИСТРАЦИИ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,УПРАВЛЕНИЕ КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ ЦЕНТРАЛЬНОГО РАЙОНА ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,УПРАВЛЕНИЕ КУЛЬТУРЫ АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА
Архивное управление Администрации города Челябинска,"УПРАВЛЕНИЕ ПО КООРДИНАЦИИ ДЕЯТЕЛЬНОСТИ, НАПРАВЛЕННОЙ НА ЗАЩИТУ ПРАВ И ЗАКОННЫХ ИНТЕРЕСОВ НЕСОВЕРШЕННОЛЕТНИХ, АДМИНИСТРАЦИИ ГОРОДА ЧЕЛЯБИНСКА И ЕГО ПРЕДШЕСТВЕННИКИ"
